32|1|2601139|413518|149929|19950716|2-HIGH|0|28|4008172|15297554|5|3807763|85889|8|19950827|TRUCK|
32|2|2601139|989601|56529|19950716|2-HIGH|0|32|5409792|15297554|2|5301596|101433|0|19951007|AIR|
32|3|2601139|220802|72574|19950716|2-HIGH|0|2|344558|15297554|9|313547|103367|2|19951007|AIR|
32|4|2601139|13711|136460|19950716|2-HIGH|0|4|649884|15297554|9|591394|97482|3|19951001|REG AIR|
32|5|2601139|429051|67311|19950716|2-HIGH|0|44|4312132|15297554|5|4096525|58801|6|19950820|AIR|
32|6|2601139|58074|79367|19950716|2-HIGH|0|6|619242|15297554|4|594472|61924|3|19950923|RAIL|
33|1|1339159|306676|194761|19931027|3-MEDIUM|0|31|5216246|17029154|9|4746783|100959|4|19931219|TRUCK|
33|2|1339159|302594|141469|19931027|3-MEDIUM|0|32|5109056|17029154|2|5006874|95794|5|19940104|MAIL|
33|3|1339159|687343|61643|19931027|3-MEDIUM|0|5|665155|17029154|5|631897|79818|3|19931225|AIR|
33|4|1339159|169588|18669|19931027|3-MEDIUM|0|41|6796078|17029154|9|6184430|99454|0|19940124|MAIL|
34|1|1220002|441807|72678|19980721|3-MEDIUM|0|13|2273414|5645043|0|2273414|104926|7|19980914|REG AIR|
34|2|1220002|447067|90138|19980721|3-MEDIUM|0|22|2230888|5645043|8|2052416|60842|6|19981016|FOB|
34|3|1220002|847716|134113|19980721|3-MEDIUM|0|6|998202|5645043|2|978237|99820|6|19980920|FOB|
35|1|2551753|2250|89932|19951023|4-NOT SPECI|0|0|0|0|2|0|69135|0|19960103|FOB|
35|2|2551753|809699|72372|19951023|4-NOT SPECI|0|0|0|0|6|0|96519|8|19960106|RAIL|
35|3|2551753|604476|151967|19951023|4-NOT SPECI|0|0|0|0|6|0|82826|4|19951222|MAIL|
35|4|2551753|425871|92826|19951023|4-NOT SPECI|0|0|0|0|6|0|107811|5|19951225|SHIP|
35|5|2551753|599581|122358|19951023|4-NOT SPECI|0|0|0|0|8|0|100833|6|19960115|MAIL|
35|6|2551753|153809|57416|19951023|4-NOT SPECI|0|0|0|0|3|0|111768|2|19951224|RAIL|
36|1|2305036|598833|10635|19951103|1-URGENT|0|42|8113602|7383377|9|7383377|115908|0|19960121|SHIP|
37|1|1722289|113146|86721|19920603|3-MEDIUM|0|40|4636560|17829979|9|4219269|69548|3|19920801|REG AIR|
37|2|1722289|633907|114803|19920603|3-MEDIUM|0|39|7179393|17829979|5|6820423|110452|2|19920818|RAIL|
37|3|1722289|64515|85653|19920603|3-MEDIUM|0|43|6361893|17829979|5|6043798|88770|8|19920706|TRUCK|
38|1|2496559|879195|120547|19960821|4-NOT SPECI|0|0|0|0|4|0|70449|2|19961117|MAIL|
39|1|1635250|11599|161777|19960920|3-MEDIUM|0|44|6646596|36771805|9|6048402|90635|6|19961215|RAIL|
39|2|1635250|932906|181851|19960920|3-MEDIUM|0|26|5041036|36771805|8|4637753|116331|4|19961020|FOB|
39|3|1635250|339151|163616|19960920|3-MEDIUM|0|46|5474644|36771805|6|5146165|71408|8|19961219|AIR|
39|4|1635250|102950|89434|19960920|3-MEDIUM|0|32|6249440|36771805|7|5811979|117177|5|19961219|MAIL|
39|5|1635250|272594|108732|19960920|3-MEDIUM|0|43|6736294|36771805|1|6668931|93994|1|19961114|MAIL|
39|6|1635250|471837|52513|19960920|3-MEDIUM|0|40|7235240|36771805|6|6801125|108528|5|19961022|AIR|
64|1|642253|429755|9258|19940716|3-MEDIUM|0|21|3537933|3428256|5|3361036|101083|2|19940918|REG AIR|
65|1|325019|298470|103999|19950318|1-URGENT|0|26|3817996|10223129|3|3703456|88107|3|19950425|TRUCK|
65|2|325019|369073|102332|19950318|1-URGENT|0|22|2512532|10223129|0|2512532|68523|5|19950604|FOB|
65|3|325019|6937|93095|19950318|1-URGENT|0|21|3872253|10223129|9|3523750|110635|7|19950514|RAIL|
66|1|2583991|575586|84337|19940120|5-LOW|0|31|5150836|11498617|0|5150836|99693|8|19940311|RAIL|
66|2|2583991|867442|47535|19940120|5-LOW|0|41|5778540|11498617|4|5547398|84564|7|19940301|AIR|
67|1|1132241|108176|182264|19961219|4-NOT SPECI|0|0|0|0|9|0|71050|4|19970131|SHIP|
67|2|1132241|100962|110518|19961219|4-NOT SPECI|0|0|0|0|9|0|117777|5|19970221|REG AIR|
67|3|1132241|867998|60633|19961219|4-NOT SPECI|0|0|0|0|3|0|117957|7|19970212|TRUCK|
67|4|1132241|437568|47419|19961219|4-NOT SPECI|0|0|0|0|8|0|90332|6|19970129|RAIL|
67|5|1132241|203064|168352|19961219|4-NOT SPECI|0|0|0|0|5|0|58023|7|19970214|REG AIR|
67|6|1132241|891528|76292|19961219|4-NOT SPECI|0|0|0|0|2|0|91168|5|19970127|FOB|
68|1|570935|35336|88260|19980418|3-MEDIUM|0|3|381399|36557176|5|362329|76279|2|19980605|RAIL|
68|2|570935|875896|175777|19980418|3-MEDIUM|0|46|8610510|36557176|2|8438299|112311|5|19980607|MAIL|
68|3|570935|174896|76373|19980418|3-MEDIUM|0|46|9066094|36557176|4|8703450|118253|5|19980708|RAIL|
68|4|570935|473637|186594|19980418|3-MEDIUM|0|20|3221220|36557176|7|2995734|96636|1|19980523|REG AIR|
68|5|570935|413787|76604|19980418|3-MEDIUM|0|27|4592052|36557176|3|4454290|102045|6|19980625|SHIP|
68|6|570935|512804|70012|19980418|3-MEDIUM|0|30|5450340|36557176|5|5177823|109006|6|19980711|RAIL|
68|7|570935|696233|79852|19980418|3-MEDIUM|0|41|5039720|36557176|9|4586145|73752|8|19980627|SHIP|
69|1|1689730|576041|61827|19940604|4-NOT SPECI|0|0|0|0|1|0|67021|7|19940811|TRUCK|
69|2|1689730|520896|115902|19940604|4-NOT SPECI|0|0|0|0|8|0|115012|6|19940817|REG AIR|
69|3|1689730|686333|153622|19940604|4-NOT SPECI|0|0|0|0|9|0|79158|0|19940707|AIR|
69|4|1689730|187509|119697|19940604|4-NOT SPECI|0|0|0|0|9|0|95790|4|19940727|MAIL|
69|5|1689730|460350|132236|19940604|4-NOT SPECI|0|0|0|0|7|0|78619|4|19940726|REG AIR|
69|6|1689730|92520|84067|19940604|4-NOT SPECI|0|0|0|0|5|0|90751|0|19940806|SHIP|
70|1|1286791|320640|121077|19931218|5-LOW|0|8|1328504|14116238|3|1288648|99637|8|19940227|FOB|
70|2|1286791|980776|126148|19931218|5-LOW|0|13|2413749|14116238|6|2268924|111403|6|19940213|AIR|
70|3|1286791|899044|158881|19931218|5-LOW|0|1|104300|14116238|3|101171|62580|5|19940305|RAIL|
70|4|1286791|228666|105607|19931218|5-LOW|0|11|1754115|14116238|1|1736573|95679|5|19940317|MAIL|
70|5|1286791|185654|122580|19931218|5-LOW|0|37|6436705|14116238|9|5857401|104379|4|19940316|MAIL|
70|6|1286791|278271|187146|19931218|5-LOW|0|19|2373594|14116238|6|2231178|74955|3|19940217|SHIP|
71|1|67423|309653|29617|19980124|4-NOT SPECI|0|0|0|0|9|0|99758|7|19980422|FOB|
71|2|67423|329576|171356|19980124|4-NOT SPECI|0|0|0|0|9|0|96333|7|19980403|SHIP|
71|3|67423|172160|171909|19980124|4-NOT SPECI|0|0|0|0|0|0|73929|7|19980320|SHIP|
71|4|67423|483223|62349|19980124|4-NOT SPECI|0|0|0|0|0|0|72372|1|19980320|FOB|
71|5|67423|516272|92982|19980124|4-NOT SPECI|0|0|0|0|8|0|77295|6|19980407|RAIL|
71|6|67423|978172|147195|19980124|4-NOT SPECI|0|0|0|0|4|0|75007|1|19980422|TRUCK|
96|1|2155556|615380|172395|19940417|2-HIGH|0|23|2979305|8905405|10|2681374|77721|6|19940629|TRUCK|
96|2|2155556|676949|34750|19940417|2-HIGH|0|30|5777730|8905405|1|5719952|115554|6|19940529|TRUCK|
97|1|421199|597385|68333|19930129|3-MEDIUM|0|13|1927068|11880013|0|1927068|88941|2|19930404|TRUCK|
97|2|421199|247837|70778|19930129|3-MEDIUM|0|37|6603834|11880013|2|6471757|107089|6|19930330|SHIP|
97|3|421199|388495|151449|19930129|3-MEDIUM|0|19|3008612|11880013|6|2828095|95008|8|19930305|RAIL|
98|1|2089594|201080|19443|19940925|1-URGENT|0|28|2746996|6741870|6|2582176|58864|7|19941025|REG AIR|
98|2|2089594|548714|167492|19940925|1-URGENT|0|1|176269|6741870|0|176269|105761|0|19941212|TRUCK|
98|3|2089594|223529|25705|19940925|1-URGENT|0|14|2033514|6741870|5|1931838|87150|2|19941122|AIR|
98|4|2089594|835898|22594|19940925|1-URGENT|0|10|1833850|6741870|3|1778834|110031|3|19941108|RAIL|
99|1|1778185|435570|158044|19940313|4-NOT SPECI|0|0|0|0|2|0|90333|1|19940603|RAIL|
99|2|1778185|618830|28950|19940313|4-NOT SPECI|0|0|0|0|2|0|104928|7|19940528|RAIL|
99|3|1778185|670408|157607|19940313|4-NOT SPECI|0|0|0|0|2|0|82702|2|19940518|RAIL|
99|4|1778185|541686|98145|19940313|4-NOT SPECI|0|0|0|0|9|0|103659|2|19940417|AIR|
100|1|2940059|310144|31338|19980228|4-NOT SPECI|0|0|0|0|4|0|69247|5|19980513|TRUCK|
100|2|2940059|579892|84160|19980228|4-NOT SPECI|0|0|0|0|0|0|118312|7|19980412|SHIP|
100|3|2940059|230749|70813|19980228|4-NOT SPECI|0|0|0|0|3|0|100783|4|19980410|SHIP|
100|4|2940059|190116|145391|19980228|4-NOT SPECI|0|0|0|0|6|0|72366|3|19980501|MAIL|
100|5|2940059|267192|177535|19980228|4-NOT SPECI|0|0|0|0|5|0|69550|0|19980416|TRUCK|
101|1|559948|591410|185411|19960317|3-MEDIUM|0|49|7356811|13617046|10|6621129|90083|0|19960527|REG AIR|
101|2|559948|816666|188301|19960317|3-MEDIUM|0|36|5697432|13617046|0|5697432|94957|1|19960501|AIR|
101|3|559948|692087|174007|19960317|3-MEDIUM|0|12|1294860|13617046|6|1217168|64743|2|19960420|MAIL|
102|1|14315|444568|145556|19970509|2-HIGH|0|37|5596398|16023863|6|5260614|90752|0|19970802|SHIP|
102|2|14315|846190|151967|19970509|2-HIGH|0|34|3862910|16023863|3|3747022|68169|8|19970728|SHIP|
102|3|14315|911603|99504|19970509|2-HIGH|0|25|4036400|16023863|1|3996036|96873|1|19970724|RAIL|
102|4|14315|305790|150399|19970509|2-HIGH|0|15|2693670|16023863|7|2505113|107746|7|19970713|SHIP|
103|1|581989|973289|155654|19960620|4-NOT SPECI|0|0|0|0|3|0|81734|5|19960725|FOB|
103|2|581989|52130|75375|19960620|4-NOT SPECI|0|0|0|0|2|0|64927|7|19960727|MAIL|
103|3|581989|142152|11265|19960620|4-NOT SPECI|0|0|0|0|1|0|71649|4|19960918|FOB|
103|4|581989|145108|114599|19960620|4-NOT SPECI|0|0|0|0|1|0|69186|7|19960806|RAIL|
128|1|1479112|534138|94436|19920615|1-URGENT|0|38|4454018|4228643|6|4186776|70326|1|19920827|FOB|
129|1|1422667|14335|57573|19921119|5-LOW|0|46|5746918|29494299|8|5287164|74959|2|19930124|TRUCK|
129|2|1422667|925817|18008|19921119|5-LOW|0|36|6633972|29494299|1|6567632|110566|2|19921225|REG AIR|
129|3|1422667|197220|58972|19921119|5-LOW|0|33|4346826|29494299|4|4172952|79033|6|19930214|SHIP|
129|4|1422667|675681|129278|19921119|5-LOW|0|34|5632610|29494299|0|5632610|99399|1|19930214|MAIL|
129|5|1422667|156863|164788|19921119|5-LOW|0|24|4607664|29494299|6|4331204|115191|0|19930102|FOB|
129|6|1422667|385247|180374|19921119|5-LOW|0|22|2930906|29494299|6|2755051|79933|1|19930131|SHIP|
129|7|1422667|842842|137410|19921119|5-LOW|0|1|178480|29494299|5|169556|107088|4|19930108|FOB|
130|1|739267|644078|46296|19920508|2-HIGH|0|14|1430856|18010648|8|1316387|61322|5|19920725|RAIL|
130|2|739267|8691|87275|19920508|2-HIGH|0|48|7678512|18010648|3|7448156|95981|2|19920712|AIR|
130|3|739267|59296|20085|19920508|2-HIGH|0|18|2259522|18010648|4|2169141|75317|8|19920614|MAIL|
130|4|739267|578173|164547|19920508|2-HIGH|0|13|1626495|18010648|9|1480110|75069|2|19920729|FOB|
130|5|739267|345647|138245|19920508|2-HIGH|0|31|5247153|18010648|6|4932323|101557|5|19920718|RAIL|
131|1|1854973|837522|85200|19940608|3-MEDIUM|0|45|6567660|12573840|10|5910894|87568|2|19940902|FOB|
131|2|1854973|221274|141482|19940608|3-MEDIUM|0|50|5976300|12573840|2|5856774|71715|4|19940810|SHIP|
131|3|1854973|945102|87413|19940608|3-MEDIUM|0|4|458824|12573840|4|440471|68823|3|19940830|REG AIR|
132|1|527869|702243|75910|19930611|3-MEDIUM|0|18|2241378|15386688|0|2241378|74712|8|19930805|TRUCK|
132|2|527869|595263|4999|19930611|3-MEDIUM|0|43|5840432|15386688|1|5782027|81494|8|19930816|TRUCK|
132|3|527869|572092|16147|19930611|3-MEDIUM|0|32|3725024|15386688|4|3576023|69844|4|19930805|TRUCK|
132|4|527869|140410|165865|19930611|3-MEDIUM|0|23|3335943|15386688|10|3002348|87024|0|19930827|AIR|
133|1|879998|517159|79657|19971129|1-URGENT|0|27|3175551|11457326|0|3175551|70567|2|19980223|MAIL|
133|2|879998|881394|187873|19971129|1-URGENT|0|12|1650420|11457326|2|1617411|82521|6|19980115|REG AIR|
133|3|879998|586747|181137|19971129|1-URGENT|0|29|5317788|11457326|9|4839187|110023|8|19980130|RAIL|
133|4|879998|449274|166183|19971129|1-URGENT|0|11|1345575|11457326|6|1264840|73395|1|19980115|REG AIR|
134|1|123949|3203|35398|19920501|4-NOT SPECI|0|0|0|0|0|0|66372|3|19920708|SHIP|
134|2|123949|823225|124576|19920501|4-NOT SPECI|0|0|0|0|6|0|68890|7|19920601|MAIL|
134|3|123949|941258|144051|19920501|4-NOT SPECI|0|0|0|0|9|0|77952|6|19920712|RAIL|
134|4|123949|720009|48695|19920501|4-NOT SPECI|0|0|0|0|5|0|61738|0|19920706|REG AIR|
134|5|123949|175860|12644|19920501|4-NOT SPECI|0|0|0|0|5|0|116151|2|19920601|TRUCK|
134|6|123949|665511|99800|19920501|4-NOT SPECI|0|0|0|0|0|0|88588|0|19920707|FOB|
135|1|1209595|541025|34711|19951021|4-NOT SPECI|0|0|0|0|6|0|63960|8|19960101|RAIL|
135|2|1209595|991717|176676|19951021|4-NOT SPECI|0|0|0|0|0|0|108520|7|19960112|SHIP|
135|3|1209595|787549|185499|19951021|4-NOT SPECI|0|0|0|0|2|0|98190|0|19951121|MAIL|
135|4|1209595|335021|79654|19951021|4-NOT SPECI|0|0|0|0|2|0|63360|3|19960119|TRUCK|
135|5|1209595|681239|130919|19951021|4-NOT SPECI|0|0|0|0|1|0|73212|4|19951120|MAIL|
135|6|1209595|574997|154345|19951021|4-NOT SPECI|0|0|0|0|4|0|124318|2|19951222|FOB|
160|1|1649869|73924|148360|19961219|4-NOT SPECI|0|0|0|0|7|0|113875|1|19970311|MAIL|
160|2|1649869|431910|76333|19961219|4-NOT SPECI|0|0|0|0|0|0|110513|4|19970305|RAIL|
160|3|1649869|100398|122990|19961219|4-NOT SPECI|0|0|0|0|1|0|83903|5|19970313|FOB|
161|1|332380|514047|191326|19940831|2-HIGH|0|19|2015938|2015735|1|1995778|63661|1|19941119|TRUCK|
162|1|282310|946440|109679|19950508|3-MEDIUM|0|2|297280|294247|2|291334|89184|1|19950617|FOB|
163|1|1755163|837723|164563|19970905|3-MEDIUM|0|43|7140924|16874081|1|7069514|99640|0|19971119|REG AIR|
163|2|1755163|603510|2146|19970905|3-MEDIUM|0|13|1837524|16874081|1|1819148|84808|4|19971018|TRUCK|
163|3|1755163|184088|54650|19970905|3-MEDIUM|0|27|3164616|16874081|4|3038031|70324|8|19971128|REG AIR|
163|4|1755163|963208|92253|19970905|3-MEDIUM|0|5|635580|16874081|2|622868|76269|0|19971009|TRUCK|
163|5|1755163|630449|92458|19970905|3-MEDIUM|0|12|1655292|16874081|10|1489762|82764|0|19971026|TRUCK|
163|6|1755163|954123|133068|19970905|3-MEDIUM|0|20|2354160|16874081|0|2354160|70624|7|19971115|FOB|
164|1|15562|456542|58091|19921021|5-LOW|0|26|3896152|30421726|9|3545498|89911|4|19921121|RAIL|
164|2|15562|92440|128327|19921021|5-LOW|0|24|3437856|30421726|5|3265963|85946|5|19921127|AIR|
164|3|15562|627542|182597|19921021|5-LOW|0|38|5584138|30421726|3|5416613|88170|6|19921123|AIR|
164|4|15562|87627|94588|19921021|5-LOW|0|32|5166784|30421726|5|4908444|96877|1|19921223|RAIL|
164|5|15562|737523|135861|19921021|5-LOW|0|43|6710107|30421726|6|6307500|93629|1|19930103|RAIL|
164|6|15562|544477|13416|19921021|5-LOW|0|27|4107915|30421726|10|3697123|91287|4|19930116|AIR|
164|7|15562|15183|69038|19921021|5-LOW|0|23|2525814|30421726|9|2298490|65890|4|19921202|REG AIR|
165|1|544723|165872|116689|19930130|4-NOT SPECI|0|0|0|0|1|0|116272|8|19930306|REG AIR|
165|2|544723|808134|179590|19930130|4-NOT SPECI|0|0|0|0|8|0|62525|5|19930419|TRUCK|
165|3|544723|292599|158479|19930130|4-NOT SPECI|0|0|0|0|0|0|95494|5|19930329|SHIP|
165|4|544723|695947|149620|19930130|4-NOT SPECI|0|0|0|0|7|0|116574|6|19930402|REG AIR|
165|5|544723|775417|57877|19930130|4-NOT SPECI|0|0|0|0|1|0|89542|4|19930304|MAIL|
166|1|2156209|324439|142751|19950912|2-HIGH|0|37|5414654|13017240|9|4927335|87805|3|19951017|MAIL|
166|2|2156209|831826|897|19950912|2-HIGH|0|13|2285114|13017240|9|2079453|105466|5|19951118|SHIP|
166|3|2156209|498259|69084|19950912|2-HIGH|0|41|5154643|13017240|7|4793817|75433|3|19951107|FOB|
166|4|2156209|225134|93121|19950912|2-HIGH|0|8|847296|13017240|5|804931|63547|2|19951129|RAIL|
167|1|2388032|505853|3753|19930104|4-NOT SPECI|0|0|0|0|6|0|111529|1|19930216|TRUCK|
167|2|2388032|857775|61357|19930104|4-NOT SPECI|0|0|0|0|9|0|103963|0|19930331|FOB|
192|1|1651372|485085|119153|19971125|5-LOW|0|23|2461138|16498115|0|2461138|64203|0|19980206|AIR|
192|2|1651372|806840|192084|19971125|5-LOW|0|20|3493600|16498115|7|3249048|104808|1|19980202|REG AIR|
192|3|1651372|551258|147271|19971125|5-LOW|0|15|1963845|16498115|9|1787098|78553|1|19980210|TRUCK|
192|4|1651372|981997|182873|19971125|5-LOW|0|2|415790|16498115|6|390842|124737|2|19980203|SHIP|
192|5|1651372|414572|134378|19971125|5-LOW|0|25|3716375|16498115|2|3642047|89193|3|19980111|TRUCK|
192|6|1651372|705011|77107|19971125|5-LOW|0|45|4571910|16498115|0|4571910|60958|5|19980109|MAIL|
193|1|1581202|463187|88438|19930808|1-URGENT|0|9|1035144|6999481|6|973035|69009|6|19931008|TRUCK|
193|2|1581202|769767|165377|19930808|1-URGENT|0|15|2755095|6999481|2|2699993|110203|7|19931009|SHIP|
193|3|1581202|469387|74988|19930808|1-URGENT|0|23|3119628|6999481|6|2932450|81381|5|19931011|TRUCK|
194|1|1234469|12966|63001|19920405|3-MEDIUM|0|17|3194232|19239650|5|3034520|112737|4|19920522|AIR|
194|2|1234469|917614|56417|19920405|3-MEDIUM|0|1|163157|19239650|4|156630|97894|6|19920518|REG AIR|
194|3|1234469|329966|195266|19920405|3-MEDIUM|0|13|2594735|19239650|8|2387156|119757|8|19920618|AIR|
194|4|1234469|725727|19833|19920405|3-MEDIUM|0|36|6309684|19239650|0|6309684|105161|5|19920518|RAIL|
194|5|1234469|280880|120918|19920405|3-MEDIUM|0|8|1488696|19239650|4|1429148|111652|0|19920625|FOB|
194|6|1234469|744919|55683|19920405|3-MEDIUM|0|16|3142208|19239650|6|2953675|117832|3|19920614|TRUCK|
194|7|1234469|839140|50345|19920405|3-MEDIUM|0|21|2266110|19239650|2|2220787|64746|1|19920520|REG AIR|
195|1|2708413|422947|142320|19931228|3-MEDIUM|0|6|1121952|14565224|4|1077073|112195|2|19940327|REG AIR|
195|2|2708413|469235|168196|19931228|3-MEDIUM|0|41|4937261|14565224|5|4690397|72252|7|19940211|TRUCK|
195|3|2708413|427229|53553|19931228|3-MEDIUM|0|34|3931080|14565224|8|3616593|69372|8|19940211|TRUCK|
195|4|2708413|427206|61520|19931228|3-MEDIUM|0|41|4646038|14565224|6|4367275|67990|4|19940313|RAIL|
196|1|1296463|675258|147492|19930317|2-HIGH|0|19|2343118|4148131|3|2272824|73993|2|19930527|SHIP|
196|2|1296463|49260|91814|19930317|2-HIGH|0|15|1813890|4148131|3|1759473|72555|4|19930508|SHIP|
197|1|650218|492467|69155|19950407|2-HIGH|0|39|5691816|14677810|2|5577979|87566|4|19950701|AIR|
197|2|650218|885511|78673|19950407|2-HIGH|0|8|1197176|14677810|9|1089430|89788|2|19950701|SHIP|
197|3|650218|779145|56162|19950407|2-HIGH|0|17|2080987|14677810|6|1956127|73446|2|19950623|REG AIR|
197|4|650218|89678|101095|19950407|2-HIGH|0|25|4169175|14677810|4|4002408|100060|1|19950523|FOB|
197|5|650218|207327|92542|19950407|2-HIGH|0|14|1728034|14677810|9|1572510|74058|1|19950524|RAIL|
197|6|650218|529400|143857|19950407|2-HIGH|0|1|142938|14677810|7|132932|85762|5|19950621|RAIL|
198|1|2204324|280305|29075|19980102|4-NOT SPECI|0|0|0|0|7|0|77117|2|19980320|TRUCK|
198|2|2204324|76144|59758|19980102|4-NOT SPECI|0|0|0|0|3|0|67208|0|19980331|FOB|
198|3|2204324|740290|137580|19980102|4-NOT SPECI|0|0|0|0|4|0|79815|2|19980226|MAIL|
198|4|2204324|51854|96475|19980102|4-NOT SPECI|0|0|0|0|8|0|108351|2|19980323|RAIL|
198|5|2204324|509756|45425|19980102|4-NOT SPECI|0|0|0|0|2|0|105943|1|19980312|SHIP|
199|1|1059383|660360|192804|19960307|2-HIGH|0|50|6601650|12140858|2|6469617|79219|0|19960603|MAIL|
199|2|1059383|669987|47580|19960307|2-HIGH|0|30|5870850|12140858|8|5401182|117417|5|19960529|TRUCK|
224|1|49483|750553|1874|19940618|4-NOT SPECI|0|0|0|0|4|0|96211|0|19940730|MAIL|
224|2|49483|543045|83642|19940618|4-NOT SPECI|0|0|0|0|4|0|65281|8|19940825|TRUCK|
224|3|49483|949833|157705|19940618|4-NOT SPECI|0|0|0|0|7|0|112967|4|19940915|SHIP|
224|4|49483|831884|141698|19940618|4-NOT SPECI|0|0|0|0|8|0|108950|6|19940829|MAIL|
224|5|49483|469284|114487|19940618|4-NOT SPECI|0|0|0|0|7|0|75195|7|19940902|AIR|
224|6|49483|250046|182702|19940618|4-NOT SPECI|0|0|0|0|2|0|59761|0|19940824|FOB|
225|1|660592|859622|16729|19950525|1-URGENT|0|4|632632|21825548|9|575695|94894|7|19950819|SHIP|
225|2|660592|652823|151207|19950525|1-URGENT|0|3|532737|21825548|0|532737|106547|8|19950708|REG AIR|
225|3|660592|991060|134307|19950525|1-URGENT|0|45|5179590|21825548|6|4868814|69061|1|19950820|FOB|
225|4|660592|730353|93663|19950525|1-URGENT|0|24|3319968|21825548|0|3319968|82999|6|19950805|MAIL|
225|5|660592|37941|181353|19950525|1-URGENT|0|31|5824714|21825548|4|5591725|112736|6|19950724|FOB|
225|6|660592|659173|194216|19950525|1-URGENT|0|12|1358568|21825548|0|1358568|67928|0|19950715|MAIL|
225|7|660592|706164|178168|19950525|1-URGENT|0|44|5148572|21825548|10|4633714|70207|6|19950816|REG AIR|
226|1|2549308|484542|62378|19930310|2-HIGH|0|4|610608|25015733|0|610608|91591|0|19930430|TRUCK|
226|2|2549308|689010|172916|19930310|2-HIGH|0|46|4595308|25015733|6|4319589|59938|1|19930424|FOB|
226|3|2549308|186542|186362|19930310|2-HIGH|0|35|5699890|25015733|9|5186899|97712|3|19930518|RAIL|
226|4|2549308|203165|183578|19930310|2-HIGH|0|45|4806675|25015733|10|4326007|64089|2|19930527|AIR|
226|5|2549308|589779|190975|19930310|2-HIGH|0|2|373750|25015733|7|347587|112125|2|19930413|SHIP|
226|6|2549308|414684|106943|19930310|2-HIGH|0|48|7673568|25015733|2|7520096|95919|0|19930515|REG AIR|
226|7|2549308|589804|186875|19930310|2-HIGH|0|14|2651292|25015733|9|2412675|113626|0|19930605|MAIL|
227|1|197650|826672|199046|19951110|5-LOW|0|19|3037397|6594375|5|2885527|95917|6|19960130|RAIL|
227|2|197650|870510|155530|19951110|5-LOW|0|24|3553128|6594375|7|3304409|88828|7|19951224|SHIP|
228|1|881552|20192|52805|19930225|1-URGENT|0|3|333657|324314|10|300291|66731|8|19930408|SHIP|
229|1|2234549|417900|148012|19931229|1-URGENT|0|20|3635760|25215122|2|3563044|109072|3|19940131|REG AIR|
229|2|2234549|644517|25385|19931229|1-URGENT|0|29|4238292|25215122|7|3941611|87688|0|19940302|SHIP|
